short_name,long_name,extra_content,h1_label,is_compound,biz_type_tokens,location_tokens,reason,already_in_h4
Clarkson Eyecare,Clarkson Eyecare Florida,florida,location,False,,florida,"The extra_content ""florida"" is purely a location qualifier with no business-type descriptor present. A compound entry requires both a business-type term (e.g., ""clinic"", ""office"", ""center"") AND a location qualifier. This contains only the location component.",False
Allison Hunt MD,"Allison Hunt, MD, FACOG",facog,noise,False,facog,,"""FACOG"" is a professional credential/certification (Fellow of the American College of Obstetricians and Gynecologists) representing a business/professional type descriptor only. It does not contain a location qualifier component, so it is not compound.",False
Auto Solutions,Auto Solutions Orlando,orlando,location,False,,orlando,"The extra_content ""orlando"" is purely a location qualifier with no business-type descriptor present. It contains only a geographic location, not a compound of both business-type and location elements.",False
Pollo Feliz,Pollo Feliz Obregón,obregon,location,False,,obregon,"The extra_content ""obregon"" is a pure location qualifier (a geographic name/place), not a compound of both business-type and location components. There is no business-type descriptor present in the extra_content.",False
La Azotea,La Azotea Terraza,terraza,business_type,False,,,"""Terraza"" is a business-type descriptor (a type of establishment/venue: a terrace bar or terrace restaurant) without any location qualifier. It contains only one semantic component, not both business-type AND location elements.",False
Hamburguesas Al Carbon,Hamburguesas al Carbon Torreon,torreon,location,False,,torreon,"The extra_content ""torreon"" is purely a location qualifier (a city name in Mexico). It does not contain a business-type term alongside the location, so it is not compound. The business-type descriptor ""Hamburguesas Al Carbon"" (Chargrilled Hamburgers) is already present in the short_name and long_name fields.",False
Iglesia Fe Y Esperanza,Iglesia Fe y Esperanza Pinares,pinares,location,False,,pinares,"""Pinares"" is a pure location qualifier (a geographic place name meaning ""pine grove area""), not a compound of business-type + location. There is no business-type descriptor present in the extra_content.",False
Instituto Magister de Ensino,Instituto Magister de Ensino Sala 05,sala 05,noise,True,sala,05,"The extra_content ""sala 05"" contains two distinct semantic components: ""sala"" (business-type descriptor meaning ""room"" or ""classroom"") and ""05"" (location qualifier specifying the room number). This is a compound structure separating the facility type from its specific location identifier.",False
Hospital São Domingos,Hospital São Domingos- Exames,exames,disambiguation,False,exames,,"The extra_content ""exames"" (exams) is a pure business-type descriptor indicating a medical service or department specialization. It contains no location qualifier component, therefore it is not compound.",False
Alimentare - Massas e Congelados,Alimentare Massas e Congelados Especiais,especiais,noise,False,,,"The extra_content ""especiais"" (meaning ""special"" in Portuguese) is a pure business/product descriptor that qualifies the type of pasta and frozen foods offered. It contains no location qualifier, only a business attribute. Therefore, it is not compound.",False
Ponto Xis,Ponto Xis Lanches,lanches,business_type,False,lanches,,"The extra_content ""lanches"" (snacks/quick bites) is purely a business-type descriptor with no location qualifier present. It describes what the establishment sells, not where it is located.",False
Academia Performance,Academia Performance & Saúde,saude,business_type,False,,,"The extra_content ""saude"" (health in Portuguese) is a pure business-type descriptor indicating the service category/domain of the establishment. It does not contain a location qualifier component. There is no geographic location reference present.",False
Smartphone Solutions,Smartphone Solutions Sunbury,sunbury,location,False,,sunbury,"The extra_content ""sunbury"" is purely a location qualifier with no business-type descriptor present. It represents only the geographic component, not a compound of both business-type and location elements.",False
Huffines Kia McKinney,Huffines Kia McKinney Service,service,business_type,False,service,,"The extra_content ""service"" is a pure business-type descriptor that refers to a service department of a Kia dealership. It does not contain a location qualifier—McKinney is already present in the short_name and is not part of the extra_content itself. Therefore, this is not a compound decomposition.",False
El Dorado Hills Sports Club,El Dorado Hills Sports Club and Spa,and spa,business_type,False,,,"The extra_content ""and spa"" contains only a business-type descriptor (spa/spa facility). There is no location qualifier present. A compound designation requires both a business-type term AND a location qualifier to be considered compound. This is pure business-type extra content only.",False
Sunrise Financial,Sunrise Financial Service,service,business_type,False,service,,"The extra_content ""service"" contains only a business-type descriptor. There is no location qualifier present (no geographic terms, regional indicators, or place names). Therefore, it is not a compound decomposition.",False
Full Steam,Full Steam Tromso,tromso,location,False,,tromso,"The extra_content ""tromso"" is purely a location qualifier (a city in Norway). There is no business-type descriptor present in the extra_content. The business type ""Full Steam"" is already captured in the short_name and long_name fields, not in extra_content.",False
Communauté De Communes De Lacq-orthez,Communauté de communes de Lacq Orthez - CCLO,communaute de communes de lacq orthez cclo,noise,False,,,"The extra_content is purely a business-type descriptor. ""Communauté de communes"" is an administrative/governmental organization type (a French inter-municipal organization), and ""CCLO"" is its acronym. While ""Lacq Orthez"" appears in the content, it is part of the organization's official name rather than a separate location qualifier. The entire phrase functions as a single administrative entity name without a distinct business-type component being separated from a location component.",False
Bythams Community Shop,Bythams Community Shop & Cafe,cafe,business_type,False,,,"The extra_content ""cafe"" is a pure business-type descriptor indicating a type of establishment. It does not contain a location qualifier component (no geographic, directional, or spatial reference). Therefore, it is not compound.",False
Momo and Co.,Momo and Co. Design,design,business_type,False,design,,"The extra_content ""design"" is purely a business-type descriptor indicating the nature of the business (a design firm/studio). It contains no location qualifier component, so it is not a compound extra_content.",False
Economy Fence Center,Economy Fence Center Tacoma,tacoma,location,False,,,"The extra_content ""tacoma"" is purely a location qualifier with no business-type descriptor. While the long_name contains ""Economy Fence Center"" (business-type) + ""Tacoma"" (location), the extra_content field itself contains only the location component. For is_compound to be True, the extra_content must contain BOTH components together.",False
Right Aid Home Care,Right Aid Home Care Agency,agency,business_type,False,agency,,"The extra_content ""agency"" is purely a business-type descriptor. It identifies the organizational/business nature of the entity (a home care agency) but contains no location qualifier. There is no geographic or location component present, so this is not a compound structure.",False
H&R Block,H&R Block Canada,canada,location,False,,canada,"The extra_content ""canada"" is a pure location qualifier with no business-type descriptor. It contains only a geographic/location component, not a combination of business-type and location terms.",False
Uluer Genç Yaşam Merkezi,Uluer Genç Yaşam Merkezi Kuaför,kuafor,business_type,False,kuafor,,"The extra_content ""kuafor"" (Turkish for ""barber/hairdresser"") is purely a business-type descriptor with no location qualifier component. It describes what service is offered but does not contain any geographic or location information.",False
West Bradenton Baptist,West Bradenton Baptist Church,church,business_type,False,church,,"The extra_content ""church"" is purely a business-type descriptor with no location qualifier. While ""West Bradenton"" in the short_name contains location information, the extra_content itself does not contain both a business-type term AND a location qualifier—it only contains the business type. Therefore, this is not a compound extra_content.",False
Middleburg High School,Middleburg High School NJROTC,njrotc,disambiguation,False,,,"""njrotc"" is a pure business-type descriptor (Navy Junior ROTC program) with no location qualifier component. It describes a program type/educational offering, not a geographic distinction.",False
Centauro Automotriz,Centauro Automotriz Matriz,matriz,disambiguation,False,,,"""Matriz"" is an organizational/structural descriptor meaning ""headquarters"" or ""main branch,"" not a compound of business-type AND location. It describes the entity's role within a corporate structure rather than combining a business category with a geographic location qualifier.",False
The Home Depot,The Home Depot México,mexico,location,False,,mexico,"The extra_content ""mexico"" is purely a location qualifier with no business-type descriptor. It indicates geographic scope but does not combine a business classification with a location.",False
Tiendas 3B,Tiendas 3B Centro,centro,location,False,,centro,"The extra_content ""centro"" is purely a location qualifier (meaning ""downtown"" or ""center"" in Spanish). It does not contain both a business-type term AND a location qualifier together - it is only a location descriptor, so it does not meet the compound criteria.",False
Smart Fit,Smart Fit México,mexico,location,False,,,"The extra_content ""mexico"" is purely a location qualifier with no business-type descriptor present. There is no compound structure—it contains only a geographic/location component.",False
Dr. Ramón Salgado,Dr. Ramón Salgado Medina,medina,disambiguation,False,,,"""Medina"" is a surname (family name), not a compound of business-type and location descriptors. It appears in the long_name as part of the person's full name (Dr. Ramón Salgado Medina), making it a pure name component rather than extra semantic content mixing business and location qualifiers.",False
Instituto Andes,Instituto Andes Tuxtla,tuxtla,location,False,,tuxtla,"The extra_content ""tuxtla"" is purely a location qualifier (refers to Tuxtla, a city in Mexico). It does not contain a business-type descriptor component, so it is not compound.",False
FIBRA Experts,Fibra Experts - Meet,meet,noise,False,,,"The extra_content ""meet"" is a pure business-type descriptor (referring to a meeting or gathering service/feature). It does not contain a location qualifier. A compound classification requires both business-type AND location components to be present.",False
Centro Comunitário,Centro Comunitario Taiaçu,taiacu,location,False,,taiacu,"The extra_content ""taiacu"" is a pure location qualifier (a place name/neighborhood). It does not contain a business-type term paired with a location qualifier. The business-type descriptor ""Centro Comunitário"" (Community Center) is already present in the short_name and long_name fields, so the extra_content serves only as a geographic identifier.",False
Smiley Mocktail Bar,Smiley Mocktail Bar & Cafe,cafe,business_type,False,cafe,,"The extra_content ""cafe"" is a pure business-type descriptor with no location qualifier. It describes the type of establishment but does not contain any geographic or location component. Therefore, it is not compound.",False
Pet Supplies Plus,Pet Supplies Plus Inwood,inwood,location,False,,inwood,"The extra_content ""inwood"" is purely a location qualifier with no business-type descriptor. It is a geographic location (neighborhood/area name) that distinguishes this Pet Supplies Plus location from others. There is no compound semantic structure present.",False
Expressions Floral Design,Expressions Floral Design Studio,studio,business_type,False,studio,,"The extra_content ""studio"" is a pure business-type descriptor indicating the nature of the establishment (a design studio). It does not contain a location qualifier, so it is not compound.",False
Svensk Fastighetsförmedling,Svensk Fastighetsförmedling Eslöv,eslov,location,False,,eslov,"The extra_content ""eslov"" is purely a location qualifier (city name in Sweden). It contains no business-type descriptor. The business type ""Svensk Fastighetsförmedling"" (Swedish Property Broker) is already captured in the short_name and long_name fields, not in the extra_content.",False
Forst und Garten,Forst und Garten Diehl,diehl,disambiguation,False,,,"""diehl"" is a proper name (surname/company name), not a compound of business-type and location descriptors. It appears to be part of the business entity name ""Forst und Garten Diehl"" (a forestry and garden business owned by or named after Diehl), functioning as an owner/brand identifier rather than as two distinct semantic components.",False
Praxis für Logopädie und Lerntherapie,Praxis für Logopädie und Lerntherapie B & B,b b,business_type,False,,,"""b b"" is neither a business-type descriptor nor a location qualifier. It appears to be initials or an abbreviation (likely representing owner names ""B & B""). It contains no semantic content that would indicate business classification or geographic location. Therefore, it is not a compound that can be decomposed into business-type and location components.",False
Pro Car Wash South,Pro Car Wash South/North,north,noise,False,,north,"The extra_content ""north"" is purely a location qualifier with no business-type descriptor. It represents a directional location component only, not a compound of business-type AND location elements.",False
Kyle Citty,"Kyle Citty, M.D.",md,noise,False,md,,"The extra_content ""md"" is a professional credential (Medical Doctor), which is a business-type descriptor only. There is no location qualifier present. This is not a compound extra_content requiring decomposition.",False
English Rows Dental,English Rows Dental Group,group,business_type,False,,,"The extra_content ""group"" is purely a business-type descriptor indicating the organizational structure/classification of the dental practice. It does not contain a location qualifier (no geographic, directional, or spatial component). Therefore, it is not compound.",False
Fantastic Nails,Fantastic Nails & Spa,spa,business_type,False,spa,,"The extra_content ""spa"" is a pure business-type descriptor. It describes the type of service/business offered (spa services), not a location qualifier. There is no geographic or location component present, so this is not a compound designation.",False
Murphy USA,Murphy USA #6583,6583,disambiguation,False,,,"The extra_content ""6583"" is a store number/identifier, not a compound of business-type and location components. It is purely a numeric identifier used to distinguish this specific Murphy USA location from others in the chain.",False
Juris Law Group,"Juris Law Group, P.C.",pc,disambiguation,False,,,"""pc"" is a business-type descriptor (Professional Corporation designation) only, with no location qualifier present. It does not contain both components required for a compound classification.",False
Junior Bruins Hockey,Junior Bruins Hockey Camps,camps,business_type,False,camps,,"""camps"" is a pure business-type descriptor that describes the nature of the service/activity offered by Junior Bruins Hockey. It does not contain a location qualifier (no geographic identifier, place name, or directional term). Therefore, it is not compound.",False
Snap Fitness,Snap Fitness Joppa,joppa,location,False,,joppa,"The extra_content ""joppa"" is a pure location qualifier (a place name). There is no business-type descriptor present. The long_name ""Snap Fitness Joppa"" simply combines the business name with a geographic location, which is a common naming pattern but does not constitute a compound decomposition since only one semantic component (location) exists in the extra_content.",False
Hamilton Ruritan Club,Hamilton Ruritan Club #1646,1646,disambiguation,False,,,"The extra_content ""1646"" is a numeric identifier (club number) for the Ruritan Club organization. It is neither a business-type descriptor nor a location qualifier. It represents organizational metadata rather than a compound semantic component combining business type and location.",False
Sports Experts,Sports Experts Magog,magog,location,False,,magog,"The extra_content ""magog"" is purely a location qualifier (city name). There is no business-type descriptor present. The business type ""Sports Experts"" is already captured in the short_name, so the extra_content contains only the location component, making this non-compound.",False
Industria Pizzeria,Industria Pizzeria + Bar,bar,business_type,False,bar,,"The extra_content ""bar"" is a pure business-type descriptor indicating a type of establishment or service offering. It contains no location qualifier (no geographic, directional, or spatial terms). Therefore, it is not compound.",False
Les Hospitaliers,Les Hospitaliers Hotel,hotel,business_type,False,hotel,,"The extra_content ""hotel"" is purely a business-type descriptor with no location qualifier. It describes what the establishment is, not where it is located. A compound classification would require both a business type AND a geographic/location component (e.g., ""hotel in Paris"" or ""Paris hotel"").",False
Bahama Bay Resort,Bahama Bay Resort & Spa,spa,business_type,False,spa,,"The extra_content ""spa"" is a pure business-type descriptor with no location qualifier present. While ""Bahama Bay"" in the long_name contains a location reference, the extra_content itself consists only of the amenity/service type ""spa"" without any geographic or location component.",False
Batteries Plus,Batteries Plus Bulbs,bulbs,business_type,False,,,"""bulbs"" is a pure business-type descriptor indicating a product category sold by the retailer. It does not contain a location qualifier (no geographic, directional, or spatial identifier). Therefore, it is not a compound entry requiring decomposition.",False
Southland Casino,Southland Casino Hotel,hotel,business_type,False,hotel,,"The extra_content ""hotel"" is a pure business-type descriptor with no location qualifier component. It describes what kind of establishment Southland Casino is, but does not contain any geographic or locational information.",False
Clifton And Lewis Insurance,Clifton and Lewis Insurance Group,group,disambiguation,False,group,,"The extra_content ""group"" is purely a business-type descriptor (organizational structure term). It contains no location qualifier component. Therefore, it is not compound.",False
Royce Rolls,Royce Rolls Cafe,cafe,business_type,False,,,"The extra_content ""cafe"" is a pure business-type descriptor with no location qualifier component. It does not contain both a business-type term AND a location qualifier, so it is not compound.",False
Olina Küchen,olina-Küchen Linz,olinakuchen linz,location,True,kuchen,linz,"The extra_content ""olinakuchen linz"" contains two distinct semantic components: ""kuchen"" (kitchen/kitchens - a business-type descriptor indicating a kitchen furniture/retail business) and ""linz"" (a city in Austria - a location qualifier). These are separable into business type and geographic location.",False
The UPS Store,The UPS Store 6285,6285,disambiguation,False,,,"The extra_content ""6285"" is a store number/identifier, not a compound of business-type and location. It is a pure numeric identifier with no semantic business-type descriptor or location qualifier present.",False
Just Law,Just Law Utah,utah,location,False,,,"The extra_content ""utah"" is purely a location qualifier with no business-type descriptor present. A compound classification requires both a business-type term AND a location qualifier to be present in the extra_content.",False
University of Minnesota Medical Center,University of Minnesota Medical Center NICU,nicu,disambiguation,False,,,"""NICU"" (Neonatal Intensive Care Unit) is a pure business-type/functional descriptor that specifies a department or service unit within the medical center. It does not contain a location qualifier component—it describes what type of care facility it is, not where it is located. Therefore, this is not a compound extra_content requiring decomposition.",False
The UPS Store,The UPS Store 7313,7313,disambiguation,False,,,"The extra_content ""7313"" is a store number/identifier, not a compound of business-type and location. It is a pure numeric identifier used to distinguish between multiple franchise locations of the same business, but does not itself contain both a business descriptor AND a location qualifier as separate semantic components.",False
Marathon Gas,Marathon Gas & DQ,dq,disambiguation,False,,,"""dq"" is a business-type abbreviation (Dairy Queen) that represents a co-branded business entity, not a compound of business-type AND location. There is no location qualifier present in the extra_content.",False
Water Valley Housing Auth,Water Valley Housing Authority,ority,noise,False,,,"The extra_content ""ority"" is a partial word fragment (the suffix of ""Authority""), not a complete semantic component. It contains neither a business-type term nor a location qualifier, making it non-compound.",False
Tammy Medlin,"Tammy Medlin, FNP",fnp,disambiguation,False,fnp,,"""fnp"" is a professional credential (Family Nurse Practitioner) with no location qualifier. It contains only a business-type descriptor, not both business-type AND location components required for compound classification.",False
Spectron Desarrollo,Spectron Desarrollo S.C.,sc,noise,False,,,"""sc"" is a business-type descriptor (Sociedad Civil - Civil Partnership in Spanish), not a compound of business-type AND location. It contains only a legal entity classification without any geographic qualifier.",False
Vighna Bamboo Briyani,Vighna Bamboo Briyani - JB,jb,location,False,,jb,"The extra_content ""jb"" is purely a location qualifier (abbreviation for Johor Bahru), not a compound of business-type and location. There is no business-type descriptor present in the extra_content.",False
Bonanza Cafe,Bonanza Cafe&Rest,rest,disambiguation,False,rest,,"The extra_content ""rest"" is an abbreviation for ""restaurant,"" which is a pure business-type descriptor. There is no location qualifier present (no geographic reference, direction, or location modifier). Therefore, this is not a compound extra_content requiring decomposition.",False
Wells Fargo,Wells Fargo Bank,bank,business_type,False,bank,,"The extra_content ""bank"" is purely a business-type descriptor with no location qualifier present. A compound classification requires both semantic components to be present.",False
Villa Sofia,Villa Sofia b&b,bb,business_type,False,bb,,"The extra_content ""bb"" is purely a business-type descriptor (bed & breakfast abbreviation). There is no location qualifier present, so it does not meet the criteria of being compound (requiring both business-type AND location components).",False
Smoker Friendly Discount Tobacco,Smoker Friendly Discount Tobacco #27,27,disambiguation,False,,,"The extra_content ""27"" is a store number/identifier, not a compound of business-type and location components. It is purely a numeric identifier used to distinguish between multiple franchise locations of the same business. Store numbers are distinguishing identifiers, not semantic decompositions into business type and location.",False
Colby Dodge Chrysler Jeep,Colby Dodge Chrysler Jeep Ram,ram,business_type,False,ram,,"The extra_content ""ram"" is a business-type descriptor (vehicle brand/manufacturer) with no location qualifier present. It represents only a single semantic component, not a compound of business-type AND location.",False
Survive Alive House,Survive Alive House MFD,mfd,noise,False,,,"""mfd"" is an abbreviation for ""manufactured"" or ""manufacturing,"" which is a business-type descriptor only. It does not contain a location qualifier component. Therefore, it is not a compound extra_content requiring decomposition.",False
Kaiser Permanente,Kaiser Permanente DME,dme,noise,False,dme,,"""dme"" (Durable Medical Equipment) is a business-type descriptor only. There is no location qualifier present in the extra_content. A compound designation requires both a business-type term AND a location component, which this example lacks.",False
Wing Sing,Wing Sing Bar,bar,business_type,False,,,"The extra_content ""bar"" contains only a business-type descriptor with no location qualifier. A compound designation requires both semantic components present. Since there is no geographic or location element, this is pure business-type content, not compound.",False
Tractor Supply,Tractor Supply Co.,co,noise,False,,,"The extra_content ""co"" is an abbreviation for ""Company,"" which is a business-type descriptor only. It contains no location qualifier component. Therefore, it is not a compound element requiring decomposition.",False
Dothan Nails,Dothan Nails Spa,spa,business_type,False,spa,,"The extra_content ""spa"" is purely a business-type descriptor. It describes the nature/type of the business (a spa facility) but contains no location qualifier or geographic component. Therefore, it is not compound.",False
Oh My Goodness,Oh My Goodness OMG,omg,disambiguation,False,,,"The extra_content ""omg"" is an acronym/abbreviation for the business name itself, not a compound of business-type and location terms. It contains no location qualifier and is purely a name variant element.",False
Chinese Foot Massage & Body Relax,Chinese Foot Massage & Body Relax Spa,spa,business_type,False,spa,,"The extra_content ""spa"" is purely a business-type descriptor. It describes the type of establishment/service offered, not a location qualifier. There is no geographic or location component present in the extra_content.",False
Mail Boxes ETC.,Mail Boxes Etc. UK,uk,location,False,,uk,"The extra_content ""uk"" is a pure location qualifier (country code for United Kingdom). There is no business-type descriptor present, only a geographic identifier that qualifies the location of the business.",False
La Taquiza de Mario,La Taquiza de Mario #2,2,disambiguation,False,,,"The extra_content ""2"" is a simple numeric identifier (branch/location number), not a compound of business-type and location qualifier. It lacks both semantic components needed for decomposition - it's neither a business descriptor nor a meaningful location qualifier on its own.",False
Le Salonce,Le salonce #2,2,disambiguation,False,,,"The extra_content ""2"" is a pure numeric identifier/enumeration (part of a branch or location numbering system), not a compound of business-type AND location descriptors. It lacks both semantic components required for decomposition.",False
Farmacia Città Satellite,Farmacia Città Satellite 2,2,disambiguation,False,,,"The extra_content is ""2"", which is a simple numeric identifier/suffix used to distinguish between multiple instances of the same pharmacy. It does not contain both a business-type term AND a location qualifier. It is purely a distinguishing numeral, not a compound descriptor.",False
Praxis für Schmerzmedizin,"Praxis für Schmerzmedizin Dr. Carola Vogel, Privatpraxis (Selbstzahler/Privatversicherte)",dr carola vogel privatpraxis selbstzahlerprivatversicherte,disambiguation,False,dr carola vogel privatpraxis selbstzahlerprivatversicherte,,"The extra_content contains only business-type descriptors (doctor name, practice type, and patient classification) with no geographic or location qualifier. All tokens relate to the medical practice identity and its operational characteristics, not to location differentiation.",False
Schlotzsky's,"Schlotzsky's (Colony Way - Madison, MS)",colony way madison ms,location,False,,,"The extra_content ""colony way madison ms"" consists entirely of location qualifiers (street name ""colony way"" and city/state ""madison ms""). There is no business-type descriptor present. This is pure location information, not a compound of business-type and location components.",False
Centre RNPC Avranches,Centre RNPC AVRANCHES (Quentin sur le homme),quentin sur le homme,location,False,,quentin sur le homme,"The extra_content ""quentin sur le homme"" is a pure location qualifier (a commune in France). It contains no business-type descriptor or organizational term. It is a geographical location only, not a compound of business-type plus location.",False
ComForCare Home Care,"ComForCare Home Care (Rancho Cucamonga, CA)",rancho cucamonga ca,location,False,,rancho cucamonga ca,"The extra_content contains only a location qualifier (city and state). There is no business-type descriptor present—the business type ""Home Care"" is already captured in the short_name and long_name. This is purely location-based extra content, not a compound decomposition.",False
PetSmart,PetSmart Folsom (East Bidwell),folsom east bidwell,location,True,,folsom east bidwell,"The extra_content contains only location qualifiers (city name ""folsom"" and street/directional qualifier ""east bidwell""). There is no business-type descriptor present. While is_compound is True based on the structure, the compound nature refers to multiple location components rather than a business-type + location split. The biz_type_tokens is empty because no business descriptor exists in the extra_content.",False
PruittHealth,PruittHealth Hospice (Gainesville),hospice gainesville,business_type,True,hospice,gainesville,"The extra_content contains two distinct semantic components: ""hospice"" is a business-type descriptor (a specific type of healthcare facility), and ""gainesville"" is a location qualifier (a geographic place). These are clearly separable into business type and location dimensions.",True
Atm,ATM (Post Office),post office,disambiguation,False,,,"The extra_content ""post office"" is a pure business-type descriptor only. It identifies the type of establishment (a postal service facility) without any location qualifier or geographic identifier. There is no distinct location component present, so this does not meet the criteria for a compound decomposition.",False
Atm,ATM (Post Office),post office,disambiguation,False,,,"The extra_content ""post office"" is a pure business-type descriptor only. It identifies the type of establishment (a postal service facility) without any location qualifier or geographic identifier. There is no distinct location component present, so this does not meet the criteria for a compound decomposition.",False
Atm,ATM (Post Office),post office,disambiguation,False,,,"The extra_content ""post office"" is a pure business-type descriptor only. It identifies the type of establishment (a postal service facility) without any location qualifier or geographic identifier. There is no distinct location component present, so this does not meet the criteria for a compound decomposition.",False
Liceo Scientifico Isacco Newton,Liceo Scientifico Isacco Newton (succursale),succursale,disambiguation,False,,,"""Succursale"" (branch/annex) is a business-type descriptor indicating a secondary campus or facility of an educational institution, not a location qualifier. It describes the nature/type of the facility rather than where it is located. There is no geographic location component present in the extra_content.",False
Sídliště Libuš,Sídliště Libuš (bus),bus,disambiguation,False,,,"The extra_content ""bus"" is a pure business-type descriptor (abbreviation for bus station/stop) with no location qualifier component. It does not contain both a business-type term AND a location qualifier, so it is not compound.",False
Vitality Integrated Programs,Vitality Integrated Programs (VIP),vip,disambiguation,False,,,"""vip"" is an acronym/abbreviation for the organization name itself (Vitality Integrated Programs), not a compound of business-type and location components. It contains no location qualifier.",False
Brooklyn Basketball Academy,Brooklyn Basketball Academy (BBA),bba,disambiguation,False,,,"The extra_content ""bba"" is an acronym/abbreviation for the full name, not a decomposable compound of business-type and location components. It represents the entire entity name compressed, not a semantic combination of distinct business-type and location qualifiers.",False
Marine Corps Exchange,Marine Corps Exchange (MCX),mcx,disambiguation,False,,,"The extra_content ""mcx"" is an acronym/abbreviation for the business name itself (Marine Corps Exchange), not a compound of business-type and location components. It contains no location qualifier.",False
Centro de Estaca,Centro de Estaca (SUD),sud,disambiguation,False,,,"""sud"" (abbreviation for ""Iglesia de Jesucristo de los Santos de los Últimos Días"" - The Church of Jesus Christ of Latter-day Saints) is a business/organization-type descriptor only, not a compound of business-type AND location. It identifies the religious organization operating the facility but does not contain a location qualifier.",False
Makmal Kesihatan Awam,Makmal Kesihatan Awam (MKA),mka,disambiguation,False,,,"The extra_content ""mka"" is an acronym/abbreviation for ""Makmal Kesihatan Awam"" (Public Health Laboratory), which is a business-type descriptor. It contains no location qualifier component, making it pure business-type content rather than a compound element with both business-type and location components.",False
Centro Médico Integrado,Centro Médico Integrado (CMI),cmi,disambiguation,False,,,"The extra_content ""cmi"" is an acronym/abbreviation of the organization name, not a decomposable compound of business-type and location elements. It contains neither a business descriptor nor a location qualifier as distinct semantic components.",False
Liceo De Hombres,Liceo De Hombres (LAM),lam,disambiguation,False,,,"""lam"" is an acronym (LAM) that represents the full name ""Liceo De Hombres"". It is neither a business-type descriptor nor a location qualifier, but rather a name abbreviation. Therefore, it does not contain both semantic components required for compound classification.",False
CIBC,CIBC Branch (Cash at ATM only),branch cash at atm only,disambiguation,False,,,"The extra_content ""branch cash at atm only"" is a pure business-type descriptor that characterizes the service offering and functionality of the place (branch type with limited cash withdrawal via ATM). It does not contain a distinct location qualifier component. There is no geographic identifier, area descriptor, or location-based modifier present.",True
